Response Time,Availability,Throughput,Successability,Reliability,Compliance,Best Practices,Latency,Documentation,Service Name,WSDL Address
323.5,56,10.5,56,83,89,91,14.0,2,RsomService,http://www.vbi.vt.edu/~pathport/services/wsdls/rsom.wsdl
391.6,92,10.8,97,73,100,84,12.6,35,extractfeatService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/extractfeat.wsdl
149.75,78,9.4,78,80,89,87,4.5,89,BBWS,http://www.borgerblanketter.dk/BBWS/BBWS.asmx?WSDL
216.54,87,9.9,95,67,78,82,33.69,86,Roll_x0020_Generator_x0020_Web_x0020_Service.,http://gmh.xocomp.net/ws/rollgenerator/rollgenerator.asmx?wsdl
125.45,59,8.6,60,73,78,84,58.45,93,CasGroups,http://casjobs.sdss.org/CasJobs/CasGroups.asmx?wsdl
329.5,91,16.3,97,73,100,80,128.5,5,FlightScheduleService,http://www.pathfinder-xml.com/development/WSDL/FlightScheduleService.wsdl
205.8,90,1.3,97,58,100,75,8.4,32,chargeService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/charge.wsdl
309.0,96,23.5,99,73,100,80,22.0,10,DownloadService,http://www.samsung.com/me/support/WcmsService/DownloadService.asmx?WSDL
1521.57,84,2.3,84,73,78,84,57.14,2,WSClustalWService,http://www.ebi.ac.uk/Tools/webservices/wsdl/WSClustalW.wsdl
132.18,13,9.0,14,33,78,59,6.57,96,msd_soap_service,http://www.ebi.ac.uk/msd-srv/docs/api/msd_soap_service.wsdl
78.0,92,36.9,97,73,100,84,1.0,89,Service1,http://www.xprogramming.com/webservices/service1.asmx?wsdl
2282.75,78,2.4,79,73,78,80,2.75,11,LostvibeWebService,http://www.lostvibe.com/LostvibeWebService.asmx?wsdl
275.87,85,3.8,86,53,89,66,94.61,8,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/services/nucleic_cpg_islands.cpgreport?wsdl
61.5,72,16.1,72,73,67,84,6.0,86,Remember_x0020_God,http://www.remembergod.us/webservice/remembergod.wsdl
289.0,85,10.4,95,73,78,80,2.0,88,ABRXMLPubSub,http://www.abr.business.gov.au/abrxmlpubsub/(srxsmgbhbjwmnujwkp43mye5)/ABRXMLPubSub.asmx?wsdl
181.12,95,11.3,99,53,100,71,37.41,89,RealTimeStockQuotes,http://ws.strikeiron.com/RealTimeStockQuotes?WSDL
854.0,96,14.7,99,73,100,84,1.0,87,DevLeap_x0020_-_x0020_WSCached,http://devlab.devleap.it/PaoloPi/wsCached/wsCached.asmx?wsdl
166.5,87,16.7,96,67,89,82,59.5,12,CalculatorService,http://www.dmlsoftware.com/CalculatorWS/Service1.asmx?WSDL
192.0,98,1.3,100,73,100,84,14.0,40,caiService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/cai.wsdl
183.0,93,11.4,98,73,89,62,58.0,95,RateCalculatorService,http://www.27seconds.com/USPostalService/RateCalculator/RateCalculatorService.asmx?wsdl
1104.67,47,3.1,47,83,89,91,29.84,1,VizieRService,http://cdsws.u-strasbg.fr/axis/services/VizieR?wsdl
122.73,94,12.5,94,73,78,62,62.55,4,SkyNodeWS,http://skyservice.pha.jhu.edu/SkyNode/DLS/SkyNodeWS.asmx?WSDL
288.21,93,7.7,98,67,78,82,16.0,92,CreditCard,http://webservices.primerchants.com/creditcard.asmx?WSDL
150.5,42,0.1,42,73,89,80,0.88,1,JobServices,http://www.webservices.scot.nhs.uk/JobWebServices/service.asmx?WSDL
220.2,93,14.2,98,73,100,84,9.0,34,getorfService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/getorf.wsdl
158.8,87,5.8,96,73,78,80,30.8,6,SoapTest,http://mssoapinterop.org/stkV3/InteropBtyped.wsdl
204.0,86,7.1,86,73,67,88,3.0,1,DataSetService,http://msconline.maconstate.edu/tutorials/ASPNET2/ASPNET13/DataSetService.asmx?wsdl
69.0,56,8.0,56,83,89,91,8.25,2,RsvmService,http://staff.vbi.vt.edu/pathport/services/wsdls/rsvm.wsdl
265.0,85,13.6,95,67,100,82,42.6,4,remapService,http://www.ebi.ac.uk/soaplab/emboss4/services/display.remap.derived?wsdl
121.15,88,6.4,89,67,100,77,8.2,7,AWSECommerceService,http://webservices.amazon.com/AWSECommerceService/AWSECommerceService.wsdl
37.0,71,21.3,72,73,78,84,3.0,4,XarayaSoap,http://esavo.esa.int/ws.php?wsdl
1072.75,78,3.8,78,80,89,87,42.5,10,s_news,http://www.chuguo.cn/friend/s_news.asmx?WSDL
2187.5,97,0.9,99,80,78,87,23.25,36,NAICS,http://www.webservicex.net/NAICS.asmx?wsdl
64.75,86,7.8,86,67,100,77,7.95,11,AWSECommerceService,http://webservices.amazon.com/AWSECommerceService/CA/AWSECommerceService.wsdl
284.57,43,3.3,44,73,89,75,11.86,3,WDDataService,http://serwis.sgh.waw.pl/test/employeeservice.php?wsdl
149.46,93,10.7,98,67,100,77,6.43,11,EcMSoapBridgeService,http://webservices.ecircle-ag.com/rpc?wsdl
417.0,86,6.5,86,73,100,84,230.0,5,NewsWebSvc,http://www.01191.com/WebService/01191newsXML.asmx?wsdl
119.33,86,1.2,95,73,78,84,1.66,6,WebSitePulseService,http://www.websitepulse.com/wsdl/wsp.wsdl
271.6,97,11.8,99,67,100,72,23.2,7,PaSSAPI,http://www.kbcafe.com/iBLOGthere4iM/PaSSAPI.wsdl
90.0,97,29.1,99,73,100,84,25.0,12,TextGraphic,http://authors.aspalliance.com/chrisg/tools/textgraphic.asmx?wsdl
174.17,88,13.7,96,73,78,84,18.84,5,EnvioSMS,http://www.telefonica-moviles.deusto.es/enviarSMS/enviosms.asmx?WSDL
300.76,91,8.2,92,67,100,72,46.47,7,QueryService,http://www.ebi.ac.uk/ontology-lookup/OntologyQuery.wsdl
312.97,93,6.0,98,67,78,58,25.7,35,FuelPricingServices,http://motormouth.net.au/Services/FuelPricingServices.asmx?wsdl
251.07,56,5.2,58,73,67,80,133.43,31,WebStoreService,http://www.west-wind.com/webstoresandbox/service/WebStoreConsumerService.asmx?WSDL
160.0,83,25.7,84,78,89,89,3.0,7,AnnotateService,http://eso.vse.cz/~labsky/cgi-bin/ie.wsdl
108.5,86,16.5,86,80,89,87,2.5,89,SQL_x0020_Formatter_x0020_Web_x0020_Service,http://www.gudusoft.com/sqlformatter.asmx?WSDL
200.0,78,9.6,78,73,89,80,81.5,37,InstantOrder,http://www.onecone.com/WebServices/instantorder.asmx?wsdl
284.65,86,3.1,86,53,89,66,96.22,2,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_molecular_sequence.fdnainvar?wsdl
338.0,66,4.5,66,80,89,83,65.08,4,Service,http://macrowebservices.com/clients/sdg/ws/service.asmx?WSDL&v=8
146.43,98,1.9,99,83,78,91,1.5,6,eUtilsService,http://www.ncbi.nlm.nih.gov/entrez/eutils/soap/eutils.wsdl
308.0,85,2.8,85,53,89,66,93.74,12,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_consensus.cons?wsdl
323.0,83,23.9,84,83,89,91,9.0,67,finnwordsService,http://www.nickhodge.com/nhodge/finnwords/finnwords.wsdl
298.0,83,26.5,84,83,89,91,3.0,4,Calendar,http://www.stgregorioschurchdc.org/wsdl/Calendar.wsdl
136.33,46,8.6,46,73,89,84,4.33,57,Euro42,http://www.ebob42.org/cgi-bin/eBob42.asmx?WSDL
109.5,91,24.9,97,83,89,91,2.0,9,Overloaded,http://mssoapinterop.org/stk/wsdl/overloaded.wsdl
104.0,92,17.1,97,73,100,80,30.67,4,EditService,http://www.xamlshare.com/editservice.asmx?wsdl
317.59,91,7.7,92,67,100,72,46.24,5,QueryService,http://www.ebi.ac.uk/ontology-lookup/OntologyQuery.wsdl
83.42,66,1.6,66,73,67,84,3.67,87,PublicCalendar,http://webservices.serviceu.com/v1/publiccalendar.asmx?WSDL
246.4,87,0.8,95,73,100,84,5.6,37,backtranseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/backtranseq.wsdl
227.0,92,0.9,97,58,100,75,8.0,34,plotorfService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/plotorf.wsdl
205.31,56,7.1,57,67,78,77,90.07,93,EPADWebServices,http://webservices.dicecorp.com/epadinterface/epad.asmx?wsdl
339.0,87,11.7,95,67,78,72,48.0,3,TRMDemoBPService,http://140.115.51.161:8080/bpelengine/services/TRMDemoBP?WSDL
83.33,39,1.7,40,80,78,78,1.0,63,replicaCatalogService,http://lqcd.jlab.org/wsdl/replica.wsdl
117.0,91,1.8,97,73,78,84,43.0,4,FraudLabsWebService,http://ws.fraudlabs.com/fraudlabswebservice.asmx?wsdl#FraudLabsWebServiceSoap
222.6,85,1.0,95,58,100,75,8.4,33,pepnetService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/pepnet.wsdl
389.0,84,1.0,84,67,89,82,289.0,10,PhoneService,http://teleauth.com/phone/service.wsdl
254.4,98,1.3,99,67,100,82,35.6,3,listorService,http://www.ebi.ac.uk/soaplab/emboss4/services/edit.listor.derived?wsdl
319.38,12,3.6,13,67,78,72,31.07,34,otoMotoWebApi,http://otomoto.pl/webapi/server.php?wsdl
134.5,72,15.9,72,78,89,89,11.0,11,ITempConverterservice,http://developerdays.com/cgi-bin/tempconverter.exe/wsdl/ITempConverter?WSDL
51.5,100,1.8,100,73,78,80,2.0,32,MedicareData,http://www.strikeiron.com/webservices/medicaredata.asmx?WSDL
262.6,89,13.3,96,67,100,82,44.0,6,sixpackService,http://www.ebi.ac.uk/soaplab/emboss4/services/display.sixpack.derived?wsdl
105.67,91,3.5,97,60,100,74,23.0,3,IndianAddressVerification,http://ws.strikeiron.com/IndianAddressVerification?WSDL
137.75,78,13.4,78,73,89,84,1.75,89,CualEsMiIP,http://ws.e-mision.net/cualesmiip.asmx?wsdl
173.0,86,13.2,95,73,78,84,3.0,7,FindIP,http://www.w3coder.com/ws/email/FindIP.asmx?wsdl
112.81,24,12.6,25,67,100,77,4.0,65,TerraService,http://terraserver.microsoft.com/TerraService2.asmx?WSDL
120.0,87,24.2,95,67,89,82,2.0,7,interopLabEchoHeader,http://mssoapinterop.org/stkV3/InteropC.wsdl
1479.0,96,7.5,99,73,78,84,2.0,40,BEP,http://www.webservicex.net/bep.asmx?WSDL
706.0,86,3.2,95,73,78,84,15.5,31,UDDIBusinessFinder,http://www.webservicex.com/UDDIBusinessFinder.asmx?WSDL
109.5,94,8.2,98,73,100,84,14.75,87,LogServices,http://www.eqsl.cc/WebServices/LogServices.asmx?wsdl
179.5,94,10.5,98,73,89,62,1.25,9,Servicio_medio_ambiente,http://eriste.aragob.es/WebServiceMedioAmbiente/MedioAmbiente.asmx?WSDL
1321.5,78,4.1,78,73,78,84,27.25,6,WSMuscleService,http://www.ebi.ac.uk/Tools/webservices/wsdl/WSMuscle.wsdl
220.6,96,1.3,99,73,100,84,6.2,39,garnierService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/garnier.wsdl
378.0,83,17.8,84,83,89,91,15.0,59,RandomDirectory,http://www.taet.com.au/Web+Service+Agent.nsf/RandomDirectoryWSDL
223.6,100,0.7,100,73,100,84,6.0,37,skipseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/skipseq.wsdl
121.46,61,13.9,62,67,89,77,9.15,5,AutoService,http://www.autojockey.net/AutoService.asmx?wsdl
1074.3,14,3.1,14,60,78,69,4.72,9,service_test,http://platform.mobibase.com/api/services.wsdl
197.0,88,3.7,96,60,100,79,63.0,61,PhoneInteligence2,http://ws.strikeiron.com/DesertSoft/phoneintel?WSDL
158.25,93,13.9,98,73,78,84,19.87,95,IOHandler,http://pc-tambura.ipsi.fhg.de/AuthoringTools/WSTaxonomyLight/IOHandler.asmx?WSDL
116.0,87,2.8,95,60,100,74,30.0,5,CanadaAddressVerification,http://ws.strikeiron.com/CanadaAddressVerification?WSDL
292.0,86,3.8,87,53,89,66,90.0,10,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_rna_folding.vrnadistance?wsdl
281.8,93,1.3,98,73,100,84,7.2,41,prophecyService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/prophecy.wsdl
261.33,95,10.1,98,80,89,65,100.66,90,c2i_x0020_Service_x0020_Web_x0020_gratuit,http://www.c2i.fr/c2iws/c2iws_free.asmx?WSDL
125.88,69,10.5,70,73,78,80,66.88,89,ImgCutout,http://casjobs.sdss.org/ImgCutoutDR3/ImgCutout.asmx?wsdl
234.4,98,2.7,100,67,100,82,26.6,4,newcpgreportService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_cpg_islands.newcpgreport.derived?wsdl
283.74,86,3.3,87,53,89,66,96.78,5,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_composition.checktrans?wsdl
709.5,86,3.7,86,67,78,82,35.5,4,VSOiService,http://vso1.nascom.nasa.gov/API/sdacVSOi_strict.wsdl
368.0,90,12.2,97,60,78,74,14.2,10,ConfigEditingService,http://www.rendelmann.info/blog/ConfigEditingService.asmx?wsdl
102.2,90,3.3,97,73,100,80,2.2,41,SMSMessagingService,http://ws.strikeiron.com/SMSMessagingService?WSDL
173.0,46,3.8,47,78,89,89,4.83,93,Personne,http://synergiciel.cecam.net/Cecam.SynergicielV2.Ws/Personne.asmx?WSDL
138.5,86,21.4,86,73,89,84,2.0,94,Utility,http://montgomerysoftware.com/webservice/utility.asmx?wsdl
268.0,88,10.9,88,67,78,72,11.0,2,decompImplementationService,http://bibiserv.techfak.uni-bielefeld.de/wsdl/decomp.wsdl
188.56,91,11.5,97,73,78,80,21.12,94,TVCaboEPG,http://webservices.tvcabo.pt/epg/epg.asmx?wsdl
724.0,85,13.1,95,50,89,72,2.0,8,TransportService,http://www.aimms.com/TransportService/ProxyRole.wsdl
77.0,83,33.3,84,78,89,89,3.0,11,SecureLogin,http://www.vmrc.org/VMRCPortal/Global/SecureLogin.asmx?WSDL
131.57,80,2.3,80,53,67,76,6.5,10,Interop,http://mssoapinterop.org/stk/LoggedInteropTyped.wsdl
390.0,72,16.2,72,78,89,89,119.0,11,PlaceCatalogService,http://oscar.snapps.com/portal.nsf/PlaceCatalog?WSDL
246.43,85,9.7,95,53,89,66,39.73,8,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/acd.acdvalid?wsdl
262.4,96,3.2,99,73,100,84,48.6,5,mwfilterService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_composition.mwfilter.derived?wsdl
190.07,95,9.8,98,33,78,59,21.83,11,QSv2MsgProcessorService,http://www.q-s.info/fileadmin/pdf/datenbanken/stadat.wsdl
346.39,85,2.6,86,53,89,66,110.48,2,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_discrete_characters.fdolpenny?wsdl
156.75,78,9.0,78,73,89,84,3.5,91,Conversor,http://www.elguille.info/Net/WebServices/CelsiusFahrenheit.asmx?wsdl
324.44,31,4.9,32,60,78,83,123.94,11,IXMLWSservice,http://ccs.fax.de/xmlws2.exe/wsdl/IXMLWS
226.6,95,15.5,98,73,100,84,6.6,42,diffseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/diffseq.wsdl
278.0,97,9.6,99,73,100,84,54.0,7,weasel,http://sws-challenge.org/shipper/v2/weasel.wsdl
207.0,25,8.8,26,67,89,72,91.93,35,uBioService,http://uio.mbl.edu/service/uBioServiceWSDL.php?wsdl
142.17,46,5.8,47,73,89,84,5.5,60,Celsius42,http://www.ebob42.com/cgi-bin/Celsius42.asmx?wsdl
213.0,85,1.8,95,73,100,84,8.2,40,oddcompService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/oddcomp.wsdl
181.43,91,2.4,97,73,100,80,11.14,42,Photoserver,http://www.inphoto.cz/Service/PhotoServer.asmx?WSDL
462.0,99,12.7,100,73,78,80,11.0,90,NED,http://voservices.net/NED/ws_v1_0/NED.asmx?wsdl
270.4,87,2.4,96,67,100,82,52.6,2,wordcountService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_composition.wordcount.derived?wsdl
386.4,100,3.6,100,73,100,84,4.8,40,embossversionService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/embossversion.wsdl
294.5,87,14.5,95,73,89,62,66.0,39,IT_x0040_Service_x0020_Webservices,http://www.itatservice.de/itatservice/itatservice9.asmx?WSDL
349.8,92,1.4,97,67,100,82,39.4,6,vrnasuboptService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_rna_folding.vrnasubopt.derived?wsdl
2482.0,94,5.6,98,73,78,84,2.0,10,FrequencyUnit,http://www.webservicex.net/convertFrequency.asmx?WSDL
498.67,90,6.3,96,73,78,84,9.34,10,GoogleSearchService,http://etna.int-evry.fr/cours/BD/MSCurriculum/FRENCH/TPServicesWeb/TP_Google/GoogleSearch.wsdl
203.0,89,0.8,96,73,100,84,6.0,42,digestService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/digest.wsdl
230.89,79,11.0,79,60,89,69,4.11,9,JoeGustavServerService,http://85.10.210.46:8989/joegustav/services/JoeGustavServer?wsdl
307.6,94,0.9,98,67,100,82,42.4,10,showalignService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_multiple.showalign.derived?wsdl
237.12,62,4.8,63,78,89,89,5.5,8,sbml,http://www.basis.ncl.ac.uk/sbml.wsdl
363.0,83,19.2,84,73,78,88,163.0,2,SZTAKI_Webster,http://szotar.sztaki.hu/webster/soaps.php%3Fwsdl
929.0,86,5.3,86,73,78,80,68.0,9,BankFinder,http://www.hosca.com/webservices/bankfinder/bankfinder.asmx?wsdl
223.6,92,14.6,97,73,100,84,8.8,33,fuzztranService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/fuzztran.wsdl
75.13,20,4.4,20,60,78,79,5.17,12,AmazonSearchService,http://soap-eu.amazon.com/schemas2/AmazonWebServices.wsdl
495.0,83,18.0,84,72,78,86,221.0,5,companyPaymentAuthorizationService,http://www.stylusstudio.com/SSDN/upload/PaymentAuthorization.wsdl
168.25,56,5.7,57,67,78,72,20.25,10,PersonService,http://dotnet.jku.at/buch/samples/7/encoding/PersonService.asmx?WSDL
186.56,96,8.8,99,60,78,69,34.56,90,XigniteInsider,http://www.xignite.com/xInsider.asmx?wsdl
506.85,21,6.3,21,60,78,74,6.2,59,OnlineMessenger,http://www.myoms.net/soap/oms.wsdl
292.7,85,1.9,86,53,89,66,85.83,4,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_3d_structure.sigscan?wsdl
228.2,86,14.8,95,73,100,84,8.0,35,pasteseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/pasteseq.wsdl
117.5,89,3.2,96,73,78,84,0.5,89,USNG,http://gisdata.usgs.net/XMLWebServices/USNG.asmx?WSDL
582.85,56,4.4,58,67,89,77,113.66,3,SharewareService,http://service.sharewarestarterkit.com/sharewareservice.asmx?wsdl
415.93,95,7.3,95,67,100,77,10.29,60,MapImage,http://arcwebstg.esri.com/services/v2006/MapImage.wsdl
317.0,95,23.8,98,73,100,80,22.0,7,DownloadService,http://www.samsung.com/au/support/WcmsService/DownloadService.asmx?WSDL
248.0,95,23.8,98,73,89,62,1.0,35,UpsValidation,http://www.wurzburg.com/UPS/UpsValidation.asmx?wsdl
541.0,100,21.6,100,83,89,91,16.0,60,WitwService,http://norman.walsh.name/2005/02/24/examples/witw.wsdl
211.0,83,13.7,84,67,89,72,28.0,38,wsdl,http://www.sugartech.co.za/soap/wsdlserver.php?wsdl
331.43,85,1.1,86,53,89,66,93.52,10,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_rna_folding.vrnasubopt?wsdl
79.25,99,20.8,100,73,78,80,25.5,92,ImgCutout,http://skyservice.pha.jhu.edu/dr2/imgcutout/imgcutout.asmx?wsdl
207.2,85,1.1,95,73,100,84,7.0,36,btwistedService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/btwisted.wsdl
130.25,79,2.4,79,73,78,84,93.75,94,IP2Geo,http://ws.cdyne.com/ip2geo/ip2geo.asmx?wsdl
81.0,100,2.0,100,80,78,65,2.0,11,DeadOrAlive,http://www.abundanttech.com/webservices/deadoralive/deadoralive.asmx?WSDL
258.0,92,3.2,97,73,100,84,32.4,5,codcopyService,http://www.ebi.ac.uk/soaplab/emboss4/services/edit.codcopy.derived?wsdl
1316.17,75,1.2,75,73,78,84,81.0,12,WSEmbossService,http://www.embl-ebi.ac.uk/Tools/webservices/wsdl/WSEmboss.wsdl
1674.0,55,0.8,56,67,78,85,1005.4,9,TargetServiceBinding,http://nime-glad.nime.ac.jp/en/program/search/target.php?wsdl
214.0,86,17.8,86,80,89,87,2.0,5,SwissCities,http://www.cdsoft.ch/SwissCities.asmx?wsdl
203.8,93,1.9,98,73,100,84,9.4,37,antigenicService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/antigenic.wsdl
335.5,78,3.6,79,73,78,80,81.0,8,ContainerTrackingWebService,http://www.vit.org/WebServices/ContainerTrackingWebService.asmx?WSDL
524.0,94,22.5,98,67,89,85,22.0,65,TestService,http://www.bengoodger.com/software/mb/umo/test.wsdl
61.42,80,8.6,81,67,100,77,4.95,9,AWSECommerceService,http://webservices.amazon.com/AWSECommerceService/2005-07-26/AWSECommerceService.wsdl
106.0,90,35.7,97,80,100,87,1.0,1,InteropTestExtensibility,http://www.mssoapinterop.org/asmx/WSDL/InteropTestExtensibility.wsdl
40.0,72,14.0,72,73,78,84,2.0,8,XarayaSoap,http://www.infojobs.ro/ws.php?wsdl
126.25,91,12.2,97,73,89,75,10.0,12,WSDLInteropTestRpcEncService,http://www.whitemesa.net/r3/InteropTestRpcEnc.wsdl
267.0,63,3.4,64,60,89,69,15.33,10,DictmetaService,http://trans.nict.go.jp/axis/services/Dictmeta?wsdl
436.6,90,1.3,91,73,100,84,90.2,37,showdbService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/showdb.wsdl
199.4,99,2.2,100,73,100,84,7.6,38,sigcleaveService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/sigcleave.wsdl
206.4,94,2.4,98,58,100,75,7.6,42,tmapService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/tmap.wsdl
1936.33,76,2.3,76,73,78,88,1627.33,4,SessionManagementServiceBinding,http://nime-glad.nime.ac.jp/en/program/search/session.php?wsdl
2561.33,87,1.2,96,67,78,72,28.0,40,CashFlowPresentValues,http://www.webservicex.net/cashflow.asmx?WSDL
230.48,82,8.3,83,53,89,66,57.44,10,AnalysisWSGowlabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/testing.yeastgrid?wsdl
1147.3,27,3.2,28,60,78,79,1.91,1,IACHSOAPservice,http://tstsvr.achworks.com/testexec/achtstsoapbz.tss/wsdl/IACHSOAP
151.0,83,24.0,84,78,89,89,15.0,64,christmas,http://soap.fmui.de/christmas.wsdl
143.67,93,11.2,93,80,78,78,17.0,9,symgateEngine,http://www.symgate.com/cml/symgate.wsdl
665.67,63,7.7,63,89,100,93,9.34,58,QuranService,http://studentmasjid.com/Quran/QuranService.wsdl
107.0,91,36.9,97,83,89,91,3.0,12,EmptySA,http://mssoapinterop.org/stkv3/wsdl/emptysa.wsdl
274.52,86,4.3,86,53,89,66,87.3,11,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/edit.seqretsplit?wsdl
64.0,83,24.7,84,78,89,89,3.0,1,SecureLogin,http://www.vareliefsale.com/VRS-Web/Global/SecureLogin.asmx?WSDL
1099.0,95,10.6,99,73,78,84,28.0,90,StockServices,http://www.html2xml.nl/Services/Stocks/Version1/StockServices.asmx?wsdl
253.2,88,2.7,96,73,100,80,45.8,3,domainresoService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_3d_structure.domainreso.derived?wsdl
252.4,95,1.8,98,58,100,75,7.6,34,plotconService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/plotcon.wsdl
2629.33,88,0.8,89,78,89,89,817.0,3,BulportWeatherService,http://services.bulport.com/weather/weather.wsdl
1164.0,88,13.4,96,83,78,91,11.0,8,2smsMessaging,http://www.2sms.com/soap/2smsmessaging.wsdl
144.31,56,7.4,57,60,67,74,105.5,56,BCHService,http://bch.biodiv.org/Service/2.0/Service.asmx?wsdl
603.54,31,1.7,32,78,78,91,130.85,8,XWeb1003Port,http://ws.xwebservices.com/XWeb1003/V2/XWeb1003.wsdl
248.4,98,1.4,99,58,100,75,10.2,37,chaosService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/chaos.wsdl
305.75,70,5.7,70,73,89,84,2.13,7,SpamCheckerService,http://www.zeta-software.de/ZetaSpamChecker/SpamCheckerService.asmx?WSDL
224.8,98,14.6,100,58,100,75,9.2,42,pepwheelService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/pepwheel.wsdl
269.38,99,9.0,100,67,100,72,39.88,65,TerraService,http://www.terraservice.net/terraservice.asmx?wsdl
178.0,56,5.2,57,78,89,89,16.75,10,IHessServiceservice,http://www.hess-autoteile-shop.de/soap/hessservice.dll/wsdl/IHessService
184.74,62,7.9,62,67,67,77,19.3,10,v40,http://www.smartlaunch.net/Software/Releases/v4.0/v40.asmx?WSDL
227.4,89,1.1,96,73,100,84,7.6,32,palindromeService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/palindrome.wsdl
154.0,90,23.9,97,73,78,80,9.0,9,SOAPSend,http://www.mxtelecom.com/uk/html/uk/tech/sms/xml/wapmx-sms.wsdl
286.0,93,9.4,98,73,78,84,16.0,87,Afstandsberegner,http://xmltools.oio.dk/afstd/afstandsberegner.asmx?WSDL
287.22,86,5.5,86,53,89,66,77.57,7,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_motifs.fuzztran?wsdl
275.8,85,12.1,95,73,100,84,8.8,40,remapService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/remap.wsdl
